postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines,Latitude,Longitude
AB392XS,AB39 2XS,AB,4.5,4.3,5.53,4.4,,,,,0.6,0.6,0.75,0.6,,,,,0,4,1,0,0,0,0,194.0,229.0,155.0,,,,,,
AB392XW,AB39 2XW,AB,33.2,30.8,70.3,8.0,22.1,37.8,37.8,,5.4,6.2,19.95,1.0,4.2,7.8,7.8,,0,0,3,13,26,0,26,483.0,297.0,47.0,842.0,335.0,335.0,,,
AB392XZ,AB39 2XZ,AB,33.8,36.8,51.08,,28.0,39.7,39.7,,6.5,7.6,13.77,,5.8,8.1,8.1,,0,0,0,5,15,0,15,592.0,636.0,,434.0,645.0,645.0,,,
AB392ZH,AB39 2ZH,AB,51.3,55.8,79.99,,,55.9,55.9,,16.8,15.4,20.0,,,15.4,15.4,,0,0,0,0,8,0,8,560.0,312.0,,,561.0,561.0,,,
AB393BH,AB39 3BH,AB,33.8,29.1,43.82,,17.6,37.7,37.7,,5.7,4.3,7.02,,1.9,6.2,6.2,,0,0,0,9,12,0,12,345.0,202.0,,181.0,468.0,468.0,,,
AB393BP,AB39 3BP,AB,20.8,29.2,73.7,,20.0,57.0,57.0,,1.3,4.6,19.98,,1.2,15.0,15.0,,0,0,0,6,2,0,2,609.0,36.0,,800.0,36.0,36.0,,,
AB393GS,AB39 3GS,AB,22.6,22.8,29.76,,22.8,,,,3.9,3.7,7.09,,3.7,,,,0,0,0,18,0,0,0,660.0,720.0,,660.0,,,,,
AB393GU,AB39 3GU,AB,39.8,42.3,80.0,4.0,20.0,51.4,51.4,,8.8,9.1,20.0,1.0,3.0,11.4,11.4,,0,1,0,4,14,0,14,497.0,231.0,0.0,93.0,577.0,577.0,,,
AB393GX,AB39 3GX,AB,40.0,42.7,78.1,,19.9,47.8,47.8,,8.3,9.2,20.0,,4.0,10.3,10.3,,0,0,0,9,40,0,40,516.0,259.0,,200.0,588.0,588.0,,,
AB393GZ,AB39 3GZ,AB,27.3,26.2,30.43,,25.5,30.0,30.0,,5.6,5.9,6.88,,5.8,6.0,6.0,,0,0,0,6,1,0,1,290.0,302.0,,274.0,387.0,387.0,,,
AB393LA,AB39 3LA,AB,12.6,12.5,18.1,8.3,14.1,,,,1.0,0.9,1.66,0.9,1.0,,,,0,0,9,23,0,0,0,245.0,178.0,273.0,212.0,,,,,
AB393LB,AB39 3LB,AB,15.7,14.5,19.53,8.8,15.7,,,,1.0,1.1,2.2,1.0,1.2,,,,0,0,4,19,0,0,0,528.0,358.0,216.0,593.0,,,,,
AB393LD,AB39 3LD,AB,17.4,16.4,19.94,10.0,17.8,,,,0.7,1.0,1.6,1.0,1.0,,,,0,0,1,5,0,0,0,258.0,182.0,183.0,273.0,,,,,
AB393LE,AB39 3LE,AB,15.0,14.7,19.0,9.0,15.4,,,,0.6,0.7,1.09,1.0,0.6,,,,0,0,1,8,0,0,0,663.0,413.0,321.0,706.0,,,,,
AB393LF,AB39 3LF,AB,14.8,13.9,19.02,7.2,14.9,,,,0.6,0.8,2.82,0.6,0.9,,,,0,1,4,33,0,0,0,567.0,454.0,595.0,528.0,,,,,
AB393LG,AB39 3LG,AB,15.9,15.3,19.09,9.0,16.1,,,,0.6,0.7,1.08,1.0,0.6,,,,0,0,1,8,0,0,0,326.0,226.0,0.0,285.0,,,,,
AB393LH,AB39 3LH,AB,17.8,17.5,20.45,,17.4,,,,1.2,1.2,2.23,,1.3,,,,0,0,0,7,0,0,0,589.0,538.0,,589.0,,,,,
AB393NA,AB39 3NA,AB,38.2,33.3,41.7,,20.4,38.2,38.2,,6.0,5.1,8.11,,2.0,6.2,6.2,,0,0,0,5,13,0,13,591.0,531.0,,149.0,761.0,761.0,,,
AB393NB,AB39 3NB,AB,80.0,145.5,1000.0,,18.8,101.1,214.2,553.3,20.0,22.3,115.0,,1.1,21.1,33.8,71.7,0,0,0,13,18,6,24,607.0,591.0,,204.0,706.0,800.0,1079.0,,
AB393NE,AB39 3NE,AB,39.8,37.3,45.53,,25.0,40.9,40.9,,8.4,7.4,9.99,,4.3,8.3,8.3,,0,0,0,3,10,0,10,542.0,470.0,,832.0,455.0,455.0,,,
AB393NF,AB39 3NF,AB,47.5,51.6,160.0,,22.0,56.0,56.0,,10.0,11.7,30.0,,2.3,13.1,13.1,,0,0,0,7,47,0,47,725.0,686.0,,144.0,812.0,812.0,,,
AB393NG,AB39 3NG,AB,36.5,44.8,160.0,,26.3,50.3,50.3,,7.7,9.3,30.0,,5.3,10.5,10.5,,0,0,0,3,10,0,10,482.0,437.0,,307.0,535.0,535.0,,,
AB393NH,AB39 3NH,AB,19.2,18.8,26.6,6.0,19.3,,,,1.2,1.5,9.76,1.0,1.5,,,,0,0,1,23,0,0,0,435.0,287.0,64.0,394.0,,,,,
AB393NL,AB39 3NL,AB,40.7,87.7,1000.0,,18.8,48.6,107.3,665.0,10.0,14.8,115.0,,1.0,12.0,18.7,82.5,0,0,0,6,19,2,21,585.0,482.0,,101.0,647.0,667.0,855.0,,
AB393NQ,AB39 3NQ,AB,19.2,19.9,39.96,6.5,18.7,36.5,36.5,,3.0,3.2,6.87,1.0,3.2,5.5,5.5,,0,1,1,6,2,0,2,341.0,175.0,135.0,467.0,172.0,172.0,,,
AB393NR,AB39 3NR,AB,54.8,56.7,79.91,,18.3,61.3,61.3,,15.1,14.0,20.0,,6.3,15.0,15.0,,0,0,0,3,25,0,25,445.0,383.0,,273.0,466.0,466.0,,,
AB393NS,AB39 3NS,AB,39.7,49.5,75.68,,29.0,53.8,53.8,,10.0,12.6,20.0,,10.0,13.0,13.0,,0,0,0,1,5,0,5,193.0,101.0,,51.0,221.0,221.0,,,
AB393NW,AB39 3NW,AB,31.2,30.9,43.18,,23.5,38.3,38.3,,4.6,4.4,6.72,,3.0,5.5,5.5,,0,0,0,4,4,0,4,582.0,190.0,,168.0,996.0,996.0,,,
AB393NX,AB39 3NX,AB,11.0,10.2,17.43,5.0,13.4,,,,1.0,1.0,1.19,0.7,1.0,,,,0,2,1,5,0,0,0,317.0,206.0,230.0,369.0,,,,,
AB393NY,AB39 3NY,AB,29.9,26.8,35.47,10.0,28.5,33.5,33.5,,5.6,4.5,6.85,1.0,4.5,6.0,6.0,,0,0,1,2,2,0,2,42.0,24.0,71.0,13.0,56.0,56.0,,,
AB393PE,AB39 3PE,AB,3.9,6.8,18.76,3.8,19.0,,,,1.1,1.6,4.27,0.8,4.0,,,,1,2,1,1,0,0,0,33.0,4.0,41.0,4.0,,,,,
AB393PF,AB39 3PF,AB,27.6,28.0,51.49,8.0,22.5,36.7,36.7,,5.9,4.9,10.0,1.0,3.4,7.0,7.0,,0,0,2,38,29,0,29,595.0,477.0,60.0,528.0,699.0,699.0,,,
AB393PG,AB39 3PG,AB,54.8,51.5,160.0,10.0,19.5,62.1,62.1,,10.0,10.9,30.0,1.0,4.3,13.3,13.3,,0,0,1,4,16,0,16,419.0,292.0,148.0,452.0,428.0,428.0,,,
AB393PH,AB39 3PH,AB,17.3,16.7,23.74,7.0,18.1,,,,1.0,1.0,1.27,0.0,1.0,,,,0,0,1,7,0,0,0,364.0,243.0,6.0,416.0,,,,,
AB393PP,AB39 3PP,AB,54.4,55.1,74.38,,,55.2,55.2,,10.9,13.6,20.0,,,13.7,13.7,,0,0,0,0,6,0,6,66.0,24.0,,,66.0,66.0,,,
AB393PR,AB39 3PR,AB,41.2,41.9,64.5,,23.0,48.2,48.2,,6.9,7.3,13.64,,7.5,7.2,7.2,,0,0,0,2,6,0,6,355.0,318.0,,309.0,371.0,371.0,,,
AB393PS,AB39 3PS,AB,35.2,35.8,71.08,9.0,23.0,44.8,44.8,,7.9,8.1,18.54,1.0,6.7,9.4,9.4,,0,0,1,9,16,0,16,459.0,384.0,5.0,487.0,442.0,442.0,,,
AB393PT,AB39 3PT,AB,59.3,55.7,78.17,,17.8,62.0,62.0,,15.3,13.7,20.0,,1.0,15.8,15.8,,0,0,0,4,24,0,24,375.0,256.0,,84.0,423.0,423.0,,,
AB393PW,AB39 3PW,AB,39.1,38.1,59.48,,21.4,44.0,44.0,,7.8,6.7,10.31,,3.4,7.9,7.9,,0,0,0,5,14,0,14,435.0,221.0,,335.0,471.0,471.0,,,
AB393PX,AB39 3PX,AB,39.8,41.4,80.0,,21.5,47.7,47.7,,8.5,9.0,20.0,,2.8,10.9,10.9,,0,0,0,6,19,0,19,502.0,467.0,,248.0,582.0,582.0,,,
AB393QA,AB39 3QA,AB,11.0,10.9,21.17,7.3,14.8,,,,0.5,0.6,1.2,0.8,0.5,,,,0,1,3,4,0,0,0,211.0,133.0,167.0,256.0,,,,,
AB393QF,AB39 3QF,AB,39.8,40.3,58.27,,21.5,46.6,46.6,,8.6,8.2,19.53,,5.8,9.1,9.1,,0,0,0,4,12,0,12,557.0,319.0,,776.0,484.0,484.0,,,
AB393QG,AB39 3QG,AB,49.1,45.3,70.51,,15.3,51.9,51.9,,9.7,9.8,20.0,,1.0,11.7,11.7,,0,0,0,4,18,0,18,579.0,313.0,,333.0,570.0,570.0,,,
AB393QJ,AB39 3QJ,AB,2.7,2.2,3.52,2.3,,,,,0.4,0.5,0.68,0.6,,,,,3,4,0,0,0,0,0,192.0,149.0,192.0,,,,,,
AB393QL,AB39 3QL,AB,4.1,4.6,7.82,4.6,,,,,0.7,0.7,1.02,0.7,,,,,0,6,4,0,0,0,0,123.0,87.0,123.0,,,,,,
AB393QN,AB39 3QN,AB,3.4,3.4,5.55,3.4,,,,,0.4,0.6,0.91,0.6,,,,,2,9,2,0,0,0,0,71.0,64.0,66.0,,,,,,
AB393QQ,AB39 3QQ,AB,38.8,38.0,55.2,,22.0,48.7,48.7,,7.3,6.0,10.87,,1.0,9.3,9.3,,0,0,0,2,3,0,3,260.0,17.0,,246.0,270.0,270.0,,,
AB393QR,AB39 3QR,AB,54.8,63.9,79.67,,,63.9,63.9,,10.0,14.0,20.0,,,14.0,14.0,,0,0,0,0,7,0,7,424.0,387.0,,,424.0,424.0,,,
AB393QW,AB39 3QW,AB,39.8,38.7,57.43,,22.0,43.7,43.7,,6.9,6.9,10.94,,4.7,7.6,7.6,,0,0,0,3,10,0,10,381.0,303.0,,195.0,437.0,437.0,,,
AB393QZ,AB39 3QZ,AB,40.0,44.6,78.12,,20.0,51.5,51.5,,10.0,9.7,20.0,,3.6,11.4,11.4,,0,0,0,7,25,0,25,347.0,163.0,,70.0,411.0,411.0,,,
AB393RA,AB39 3RA,AB,3.3,3.5,6.04,3.6,,,,,0.6,0.6,0.84,0.7,,,,,0,8,1,0,0,0,0,107.0,81.0,95.0,,,,,,
AB393RB,AB39 3RB,AB,2.2,2.0,2.89,2.0,,,,,0.5,0.6,0.82,0.5,,,,,5,6,0,0,0,0,0,110.0,94.0,100.0,,,,,,
AB393RD,AB39 3RD,AB,47.2,45.9,78.08,,17.3,53.7,53.7,,9.9,10.5,20.0,,3.7,12.4,12.4,,0,0,0,3,11,0,11,247.0,56.0,,23.0,308.0,308.0,,,
AB393RF,AB39 3RF,AB,54.8,53.8,79.67,,16.8,57.9,57.9,,10.0,12.4,20.0,,1.3,13.6,13.6,,0,0,0,4,36,0,36,396.0,268.0,,188.0,419.0,419.0,,,
AB393RG,AB39 3RG,AB,17.4,18.0,26.24,9.0,18.4,,,,1.2,1.3,2.94,1.0,1.3,,,,0,0,1,20,0,0,0,513.0,511.0,193.0,529.0,,,,,
AB393RN,AB39 3RN,AB,38.6,39.2,72.19,,21.3,43.6,43.6,,8.7,8.3,18.72,,5.2,9.0,9.0,,0,0,0,6,24,0,24,289.0,194.0,,279.0,292.0,292.0,,,
AB393RP,AB39 3RP,AB,48.8,52.5,76.33,,21.0,56.4,56.4,,11.5,12.8,20.0,,5.5,13.7,13.7,,0,0,0,2,16,0,16,785.0,541.0,,1836.0,654.0,654.0,,,
AB393RR,AB39 3RR,AB,5.9,6.1,9.72,6.1,,,,,1.1,0.9,1.21,0.9,,,,,0,4,10,0,0,0,0,152.0,148.0,152.0,,,,,,
AB393RS,AB39 3RS,AB,5.0,6.9,12.64,5.7,12.5,,,,1.0,0.9,1.21,0.8,1.0,,,,0,6,3,2,0,0,0,147.0,144.0,122.0,38.0,,,,,
AB393RU,AB39 3RU,AB,3.1,3.1,4.75,3.1,,,,,0.6,0.6,1.02,0.6,,,,,2,14,0,0,0,0,0,115.0,67.0,108.0,,,,,,
AB393RW,AB39 3RW,AB,51.0,49.7,79.67,6.0,22.4,59.9,59.9,,11.1,12.2,20.0,2.5,3.3,15.5,15.5,,0,1,1,19,59,0,59,482.0,294.0,178.0,366.0,530.0,530.0,,,
AB393RX,AB39 3RX,AB,8.3,21.0,59.75,5.2,,44.8,44.8,,0.8,4.5,14.69,0.5,,10.5,10.5,,1,2,3,0,4,0,4,158.0,80.0,60.0,,304.0,304.0,,,
AB393RY,AB39 3RY,AB,4.5,4.9,8.8,4.9,,,,,0.8,0.8,1.12,0.8,,,,,1,4,3,0,0,0,0,173.0,140.0,174.0,,,,,,
AB393RZ,AB39 3RZ,AB,38.2,37.3,40.0,,,37.3,37.3,,6.5,6.3,7.93,,,6.3,6.3,,0,0,0,0,9,0,9,230.0,166.0,,,230.0,230.0,,,
AB393SA,AB39 3SA,AB,76.2,57.2,79.66,7.0,11.0,71.0,71.0,,19.5,14.7,20.0,1.0,1.0,18.6,18.6,,0,0,1,1,7,0,7,361.0,288.0,257.0,0.0,376.0,376.0,,,
AB393SD,AB39 3SD,AB,8.3,8.1,11.87,7.4,12.0,,,,0.8,0.8,1.17,0.8,1.0,,,,0,0,5,1,0,0,0,188.0,53.0,201.0,127.0,,,,,
AB393SF,AB39 3SF,AB,31.8,30.1,48.72,,19.5,38.8,38.8,,6.0,4.7,7.88,,2.5,6.6,6.6,,0,0,0,4,5,0,5,448.0,299.0,,473.0,427.0,427.0,,,
AB393SG,AB39 3SG,AB,31.7,28.9,36.99,,22.7,33.5,33.5,,6.9,5.1,7.15,,2.3,7.0,7.0,,0,0,0,3,4,0,4,862.0,584.0,,426.0,1190.0,1190.0,,,
AB393ST,AB39 3ST,AB,6.9,9.9,39.87,5.6,,40.0,40.0,,0.9,2.0,9.83,0.9,,10.0,10.0,,0,3,4,0,1,0,1,232.0,176.0,265.0,,5.0,5.0,,,
AB393SU,AB39 3SU,AB,49.7,37.2,79.67,5.3,,61.3,61.3,,9.5,7.4,19.0,0.7,,12.5,12.5,,0,1,2,0,4,0,4,137.0,135.0,112.0,,156.0,156.0,,,
AB393SW,AB39 3SW,AB,20.6,19.6,24.39,7.0,21.0,,,,1.2,1.2,1.25,1.0,1.2,,,,0,0,1,9,0,0,0,378.0,288.0,219.0,396.0,,,,,
AB393TB,AB39 3TB,AB,19.0,20.7,36.46,,17.6,36.0,36.0,,3.4,3.5,6.63,,3.0,7.0,7.0,,0,0,0,5,1,0,1,152.0,146.0,,152.0,151.0,151.0,,,
AB393TD,AB39 3TD,AB,14.9,16.2,39.85,5.7,18.3,40.0,40.0,,1.2,2.2,10.0,1.0,1.3,10.0,10.0,,0,1,2,4,1,0,1,286.0,326.0,165.0,375.0,4.0,4.0,,,
AB393TG,AB39 3TG,AB,32.3,32.9,44.99,,27.3,36.7,36.7,,3.5,4.3,7.97,,3.5,4.8,4.8,,0,0,0,4,6,0,6,943.0,826.0,,831.0,1018.0,1018.0,,,
AB393TL,AB39 3TL,AB,60.1,55.0,73.46,,,55.0,55.0,,16.5,13.8,19.53,,,13.8,13.8,,0,0,0,0,9,0,9,573.0,504.0,,,573.0,573.0,,,
AB393TN,AB39 3TN,AB,45.6,43.7,73.7,,14.0,49.6,49.6,,9.4,9.6,20.0,,1.0,11.2,11.2,,0,0,0,1,5,0,5,218.0,158.0,,243.0,213.0,213.0,,,
AB393TP,AB39 3TP,AB,24.6,31.8,54.78,,19.2,47.8,47.8,,4.3,6.5,17.34,,2.2,11.8,11.8,,0,0,0,5,4,0,4,181.0,49.0,,42.0,355.0,355.0,,,
AB393TQ,AB39 3TQ,AB,39.8,40.8,73.36,,17.5,47.4,47.4,,10.0,9.3,18.67,,1.0,11.6,11.6,,0,0,0,2,7,0,7,147.0,51.0,,14.0,185.0,185.0,,,
AB393TS,AB39 3TS,AB,43.8,48.6,72.49,,,48.6,48.6,,7.4,8.8,15.97,,,8.8,8.8,,0,0,0,0,5,0,5,515.0,192.0,,,515.0,515.0,,,
AB393TT,AB39 3TT,AB,35.0,31.9,46.79,,19.2,39.8,39.8,,6.1,5.8,8.09,,5.0,6.4,6.4,,0,0,0,5,8,0,8,366.0,125.0,,120.0,474.0,474.0,,,
AB393TU,AB39 3TU,AB,52.5,49.0,78.07,,20.8,56.8,56.8,,9.9,9.9,20.0,,3.0,11.8,11.8,,0,0,0,5,18,0,18,410.0,263.0,,80.0,502.0,502.0,,,
AB393TW,AB39 3TW,AB,68.2,57.5,78.73,,15.6,66.4,66.4,,19.1,14.3,20.0,,1.1,17.1,17.1,,0,0,0,7,33,0,33,469.0,334.0,,257.0,514.0,514.0,,,
AB393TZ,AB39 3TZ,AB,39.1,45.7,80.0,8.0,28.0,64.0,64.0,,4.5,8.5,20.0,1.0,3.0,13.3,13.3,,0,0,1,2,4,0,4,673.0,741.0,50.0,962.0,685.0,685.0,,,
AB393UB,AB39 3UB,AB,80.0,227.8,1000.0,5.9,,102.4,285.4,720.0,20.0,32.2,115.0,0.9,,20.0,40.4,88.8,0,2,5,0,19,8,27,647.0,536.0,27.0,,638.0,688.0,807.0,,
AB393UD,AB39 3UD,AB,80.0,190.4,1000.0,6.2,,96.2,240.7,732.0,20.0,27.9,115.0,1.0,,19.4,35.2,89.0,0,2,4,0,17,5,22,504.0,389.0,213.0,,487.0,561.0,812.0,,
AB393UE,AB39 3UE,AB,160.0,203.3,330.0,,,140.0,203.3,330.0,30.0,35.0,50.0,,,27.5,35.0,50.0,0,0,0,0,4,2,6,574.0,545.0,,,488.0,574.0,746.0,,
AB393UH,AB39 3UH,AB,78.1,72.9,79.67,,,72.9,72.9,,20.0,18.1,20.0,,,18.1,18.1,,0,0,0,0,19,0,19,526.0,464.0,,,526.0,526.0,,,
AB393UJ,AB39 3UJ,AB,6.2,6.0,9.1,6.0,,,,,0.7,0.8,1.2,0.8,,,,,0,2,4,0,0,0,0,135.0,75.0,135.0,,,,,,
AB393UL,AB39 3UL,AB,54.7,52.8,78.12,,20.0,57.6,57.6,,10.0,12.1,20.0,,1.2,13.7,13.7,,0,0,0,5,34,0,34,550.0,285.0,,67.0,621.0,621.0,,,
AB393UN,AB39 3UN,AB,39.1,37.4,40.94,,,37.4,37.4,,6.7,7.2,10.0,,,7.2,7.2,,0,0,0,0,9,0,9,564.0,315.0,,,564.0,564.0,,,
AB393UP,AB39 3UP,AB,26.1,26.5,37.83,,22.5,34.5,34.5,,5.4,5.2,7.39,,4.5,6.5,6.5,,0,0,0,4,2,0,2,175.0,56.0,,201.0,36.0,36.0,,,
AB393UR,AB39 3UR,AB,7.9,9.0,29.88,5.3,14.5,,,,1.1,1.5,9.55,0.8,2.5,,,,1,3,5,6,0,0,0,257.0,142.0,98.0,496.0,,,,,
AB393US,AB39 3US,AB,9.5,8.5,21.39,3.6,14.2,,,,1.0,1.3,4.7,0.7,2.0,,,,3,2,2,6,0,0,0,141.0,117.0,61.0,187.0,,,,,
AB393UT,AB39 3UT,AB,4.4,8.0,39.84,4.0,,40.0,40.0,,0.9,1.8,10.0,0.9,,10.0,10.0,,1,6,1,0,1,0,1,114.0,39.0,93.0,,277.0,277.0,,,
AB393UU,AB39 3UU,AB,2.5,2.4,4.15,2.4,,,,,0.5,0.7,1.05,0.6,,,,,3,5,0,0,0,0,0,78.0,84.0,69.0,,,,,,
AB393UW,AB39 3UW,AB,56.9,53.0,78.12,,20.5,58.9,58.9,,13.6,12.4,19.53,,4.0,13.9,13.9,,0,0,0,2,11,0,11,331.0,183.0,,77.0,378.0,378.0,,,
AB393WX,AB39 3WX,AB,39.8,43.2,65.14,,18.0,45.2,45.2,,10.0,10.3,17.07,,1.0,11.0,11.0,,0,0,0,2,25,0,25,464.0,226.0,,18.0,499.0,499.0,,,
AB393WY,AB39 3WY,AB,54.2,48.4,70.75,,14.3,58.6,58.6,,11.4,10.3,19.27,,1.0,13.0,13.0,,0,0,0,3,10,0,10,567.0,488.0,,321.0,641.0,641.0,,,
AB393WZ,AB39 3WZ,AB,35.2,33.8,55.66,8.0,20.8,37.9,37.9,,6.6,5.9,8.63,1.0,4.0,6.5,6.5,,0,0,1,5,22,0,22,616.0,402.0,139.0,239.0,724.0,724.0,,,
AB393XA,AB39 3XA,AB,12.2,12.1,20.26,7.0,14.1,,,,0.8,0.9,1.11,0.8,0.9,,,,0,1,4,13,0,0,0,259.0,206.0,346.0,226.0,,,,,
AB393XB,AB39 3XB,AB,4.0,3.5,4.85,3.5,,,,,0.8,0.7,1.0,0.7,,,,,1,5,0,0,0,0,0,103.0,81.0,103.0,,,,,,
AB393XF,AB39 3XF,AB,43.8,38.7,71.1,6.0,19.0,54.7,54.7,,10.0,9.8,19.53,1.0,4.5,14.1,14.1,,0,0,1,4,7,0,7,589.0,226.0,67.0,550.0,686.0,686.0,,,
AB393XG,AB39 3XG,AB,43.9,41.5,69.88,7.0,19.3,48.8,48.8,,8.4,7.6,14.59,1.0,2.8,9.1,9.1,,0,0,1,4,17,0,17,549.0,317.0,99.0,301.0,634.0,634.0,,,
AB393XH,AB39 3XH,AB,7.5,7.0,10.99,5.0,11.0,,,,0.8,0.8,1.19,0.8,1.0,,,,0,2,2,2,0,0,0,153.0,88.0,190.0,81.0,,,,,
AB393XN,AB39 3XN,AB,35.1,39.4,57.9,,26.0,50.2,50.2,,8.9,8.1,14.32,,5.5,10.2,10.2,,0,0,0,4,5,0,5,980.0,670.0,,844.0,1089.0,1089.0,,,
AB393XP,AB39 3XP,AB,53.4,52.6,75.5,,21.5,58.8,58.8,,14.5,14.1,20.0,,3.5,16.2,16.2,,0,0,0,2,10,0,10,227.0,176.0,,103.0,251.0,251.0,,,
AB393XR,AB39 3XR,AB,54.8,52.7,79.67,,21.3,60.6,60.6,,11.0,11.7,20.0,,4.0,13.7,13.7,,0,0,0,3,12,0,12,377.0,299.0,,732.0,288.0,288.0,,,
AB393XS,AB39 3XS,AB,42.0,46.5,76.46,,14.0,50.5,50.5,,10.0,11.7,20.0,,1.0,13.0,13.0,,0,0,0,1,8,0,8,335.0,361.0,,196.0,352.0,352.0,,,
AB393XU,AB39 3XU,AB,63.6,56.6,74.32,,24.0,63.2,63.2,,16.1,14.6,19.53,,7.0,16.2,16.2,,0,0,0,1,5,0,5,451.0,506.0,,586.0,424.0,424.0,,,
AB393XW,AB39 3XW,AB,37.9,33.6,79.67,7.0,18.5,46.0,46.0,,6.0,6.3,20.0,0.5,1.2,10.3,10.3,,0,0,2,22,31,0,31,386.0,272.0,38.0,333.0,434.0,434.0,,,
AB393YA,AB39 3YA,AB,17.7,15.5,20.51,9.0,17.0,,,,0.8,0.8,1.03,0.0,0.8,,,,0,0,1,4,0,0,0,429.0,567.0,40.0,527.0,,,,,
AB393YF,AB39 3YF,AB,54.8,54.8,79.66,,20.0,61.3,61.3,,12.0,12.7,20.0,,3.0,14.5,14.5,,0,0,0,3,16,0,16,145.0,99.0,,65.0,160.0,160.0,,,
AB393YS,AB39 3YS,AB,63.0,61.4,79.91,,19.0,65.3,65.3,,15.6,13.7,20.0,,4.5,14.6,14.6,,0,0,0,2,22,0,22,609.0,536.0,,3.0,664.0,664.0,,,
AB393YT,AB39 3YT,AB,79.7,73.0,79.67,,28.0,76.5,76.5,,20.0,18.1,20.0,,10.0,18.8,18.8,,0,0,0,1,13,0,13,445.0,312.0,,477.0,443.0,443.0,,,
AB393YU,AB39 3YU,AB,78.1,70.9,79.67,,,70.9,70.9,,19.5,17.2,20.0,,,17.1,17.1,,0,0,0,0,14,0,14,871.0,401.0,,,871.0,871.0,,,
AB393YW,AB39 3YW,AB,79.7,68.9,79.67,,,68.8,68.8,,20.0,16.7,20.0,,,16.7,16.7,,0,0,0,0,6,0,6,211.0,190.0,,,211.0,211.0,,,
AB393YX,AB39 3YX,AB,77.2,76.0,79.67,,,76.0,76.0,,20.0,19.6,20.0,,,19.5,19.5,,0,0,0,0,8,0,8,603.0,350.0,,,603.0,603.0,,,
AB393YY,AB39 3YY,AB,79.7,67.4,79.67,,,67.4,67.4,,20.0,17.1,20.0,,,17.1,17.1,,0,0,0,0,7,0,7,364.0,378.0,,,364.0,364.0,,,
AB393YZ,AB39 3YZ,AB,78.1,65.7,79.67,,26.0,71.8,71.8,,19.5,16.5,20.0,,9.0,17.6,17.6,,0,0,0,2,13,0,13,494.0,379.0,,371.0,513.0,513.0,,,
AB393ZG,AB39 3ZG,AB,25.6,21.9,31.14,9.0,24.7,31.0,31.0,,6.1,5.9,7.12,4.5,6.2,7.0,7.0,,0,0,2,6,1,0,1,612.0,584.0,622.0,578.0,798.0,798.0,,,
AB398AB,AB39 8AB,AB,80.0,255.6,1000.0,,,62.0,255.6,497.5,20.0,37.2,115.0,,,14.0,37.2,66.3,0,0,0,0,5,4,9,601.0,463.0,,,257.0,534.0,880.0,,
AB398AE,AB39 8AE,AB,80.0,85.7,160.0,,,85.8,85.8,,20.0,18.7,30.0,,,18.8,18.8,,0,0,0,0,8,0,8,150.0,146.0,,,150.0,150.0,,,
AB398AF,AB39 8AF,AB,120.0,141.3,330.0,,,114.3,141.3,330.0,25.0,27.5,50.0,,,24.3,27.5,50.0,0,0,0,0,7,1,8,488.0,446.0,,,438.0,488.0,838.0,,
AB398AG,AB39 8AG,AB,160.0,250.6,1000.0,,,129.2,250.6,776.7,30.0,38.8,115.0,,,26.2,38.8,93.3,0,0,0,0,13,3,16,508.0,368.0,,,360.0,508.0,1149.0,,
AB398AH,AB39 8AH,AB,80.0,82.5,160.0,,,82.5,82.5,,20.0,18.3,30.0,,,18.3,18.3,,0,0,0,0,6,0,6,494.0,316.0,,,494.0,494.0,,,
AB398AJ,AB39 8AJ,AB,160.0,175.3,1000.0,,,117.6,175.3,665.0,30.0,30.8,115.0,,,24.7,30.8,82.5,0,0,0,0,17,2,19,487.0,459.0,,,425.0,487.0,1013.0,,
AB398AL,AB39 8AL,AB,80.0,139.4,550.0,,,101.9,139.4,440.0,20.0,26.4,75.0,,,21.9,26.4,62.5,0,0,0,0,16,2,18,627.0,652.0,,,640.0,627.0,526.0,,
AB398AN,AB39 8AN,AB,80.0,134.6,1000.0,,,84.4,134.6,553.3,20.0,23.0,115.0,,,17.2,23.0,71.7,0,0,0,0,25,3,28,435.0,341.0,,,392.0,435.0,797.0,,
